Category,Brand Name,Model Name,Description,Material,Care,Page URL,Title,Meta description,Meta keywords
unisex/Shoes/Sneakers,Converse,Chuck Taylor All Star Ox,"PLEASE NOTE - Converse
shoes are in US men's sizing. M6/W8 equates to a men's AU size 6/women's AU
size 8. To ensure the correct fit, please refer to the size & fit info
below.  - Iconic low-cut silhouette- Canvas upper- Rubber toecap- Seven-eye lace-up design- Eyelets on the side- Logo on the tongue and sole- Vulcanised rubber sole PLEASE NOTE: If you are
in-between sizes, we recommend ordering one size down.","Inner: Textile
Sole: Rubber
Upper: Textile","MenвЂ™s:
Converse shoes are in US men's sizing, which is the same as standard AU men's
sizing. For example if you are an AU size 9, please order a size M9.В WomenвЂ™s:
Converse shoes are in US men's sizing. For the correct fit please select your
size from the W in the drop-down above. For example if you are an AU size 7,
please order a size W7.",https://www.theiconic.com.au/chuck-taylor-all-star-ox-184178.html,Chuck Taylor All Star Ox by Converse Online | THE ICONIC | Australia,Buy Chuck Taylor All Star Ox by Converse online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Chuck Taylor All Star Ox, Converse, Shoes, Sneakers, Low-Tops"
unisex/Shoes/Sneakers,Superga,2750 Cotu Leather - Unisex,"A fresh design that nods to the 1911 original, the women's Superga 2750 Cotu Leather tennis shoes feature a genuine grained white leather upper and a vulcanised rubber outsole for enhanced traction and longevity without sacrificing style. - Genuine grained leather upper- Warm white shade; bright white trim- Rounded toe- Six-eye lace-up front- Branded tab on the side and heel counter- Vulcanised rubber outsole","Inner: Textile
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/2750-cotu-leather-unisex-454441.html,2750 Cotu Leather - Unisex by Superga Online | THE ICONIC | Australia,Buy 2750 Cotu Leather - Unisex by Superga online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"2750 Cotu Leather - Unisex, Superga, Shoes, Sneakers, Low-Tops"
Men/Shoes/Sneakers,Nike,Air Force 1 '07 RS - Men's,"American sportswear giant Nike has established an inimitable reputation for performance and innovation. Combining a technical understanding of an athleteвЂ™s needs with a strong eye for style, Nike has become the go-to for professional and amateur athletes alike. With a roster that spans apparel, shoes and accessories suitable for any and every athletic pursuit, Nike has positioned themselves as a leader in their field with an extensive range that encompasses every aspect of a healthy lifestyle. From performance footwear to printed tights to moisture wicking running shorts, their extensive range of athletic products is designed to help keep you at the top of your game. - Partial leather upper Optic white; jet black accents Rounded toe with perforations for ventilation Lace-up front with branded tab Padded collar for comfort and secure fit- Black Swoosh tick appliques to each sides- Full-length PU midsole with cushioning Air-Sole unit Rubber outsole with pivot point for traction and durability NIKE AIR branding embroidered to heel counter; coral red shade 3.5cm platform sole","Inner: Textile
Sole: Synthetic
Upper: Leather & Synthetic",,https://www.theiconic.com.au/air-force-1-07-rs-men-s-835432.html,Air Force 1 '07 RS - Men's by Nike Online | THE ICONIC | Australia,Buy Air Force 1 '07 RS - Men's by Nike online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Air Force 1 '07 RS - Men's, Nike, Shoes, Sneakers, Low-Tops"
Men/Shoes/Running,ASICS,GEL-Kayano 26 - Men's,"PLEASE NOTE - THE ICONIC IS UNABLE TO SHIP THIS PRODUCT TO NEW ZEALAND An iconic fusion of form and function, the ASICS GEL-Kayano 26 will ensure you achieve the best run of your life with its lightweight FlyteFoamв„ў propel technology and AHARв„ў rubber outsole for dynamic, energy-returning support. - Jacquard mesh upper - All-black design - Rubberised toe guard - Seven-eye lace-up design - Padded tongue and collar - Brand stripe to side - EVA sockliner for additional cushioning - GELв„ў technology to forefoot and rearfoot - DUOMAXв„ў midsole for underfoot stabilisation - FlyteFoamв„ў propel technology for dynamic support - Lightweight Trusstic Systemв„ў technology - Heel clutching system - AHARв„ў rubber sponge outsole for durability and grip","Inner: Synthetic
Sole: Synthetic
Upper: Synthetic",,https://www.theiconic.com.au/gel-kayano-26-men-s-834306.html,GEL-Kayano 26 - Men's by ASICS Online | THE ICONIC | Australia,Buy GEL-Kayano 26 - Men's by ASICS online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"GEL-Kayano 26 - Men's, ASICS, Shoes, Running, Performance Shoes"
unisex/Shoes/Sneakers,adidas Originals,Supercourt - Unisex,"The Supercourt sneakers from adidas Originals exude a distinct retro-reminiscent aesthetic with their perforated genuine leather upper, chunky rubber outsole and debossed Trefoil logo to the heel counter. - Leather upper  Crisp white shade; black branding to the tongue  Round toe  Lace-up front  Perforated 3-Stripes to the sides  Padded tongue and collar  Debossed Trefoil logo to the heel counter  2.5cm rubber cupsole  Herringbone tread","Inner: Leather
Sole: Rubber
Upper: Leather",,https://www.theiconic.com.au/supercourt-unisex-881645.html,Supercourt - Unisex by adidas Originals Online | THE ICONIC | Australia,Buy Supercourt - Unisex by adidas Originals online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Supercourt - Unisex, adidas Originals, Shoes, Sneakers, Low-Tops"
unisex/Shoes/Lifestyle Shoes,adidas Originals,Adilette - Unisex,"Designed for ultimate comfort and relaxation, the unisex adidas Originals Adilette shoes have remained the most popular pair of slides since they were first introduced in 1972. Featuring a contoured footbed, the slides have quick-drying properties. - Quick-drying, synthetic construction- Textured, striped strap across the vamp - Contoured footbed- Tonal branding on the side","Inner: Synthetic
Sole: Synthetic
Upper: Synthetic",,https://www.theiconic.com.au/adilette-unisex-175712.html,Adilette - Unisex by adidas Originals Online | THE ICONIC | Australia,Buy Adilette - Unisex by adidas Originals online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Adilette - Unisex, adidas Originals, Shoes, Lifestyle Shoes, Slides"
unisex/Shoes/Sneakers,adidas Originals,X-Plr - Unisex,"Cult favourite sportswear label adidas Originals bring you the X-Plr sneakers, a modern, fresh and understated take on the brand's signature sporty look. A woven upper keeps the foot cool at all times, while leather-look overlays offer stylish support. - Seam-free woven textile upper - Leather-look overlays - Black shade; dark grey accents - Pull-tab at heel - Lace-up front - Padded lining - Cushioned midsole for comfort; grip outsole for traction - Iconic 3-Stripes on side in white","Inner: Textile
Sole: Rubber
Upper: Textile & Synthetic",,https://www.theiconic.com.au/x-plr-unisex-745634.html,X-Plr - Unisex by adidas Originals Online | THE ICONIC | Australia,Buy X-Plr - Unisex by adidas Originals online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"X-Plr - Unisex, adidas Originals, Shoes, Sneakers, Low-Tops"
unisex/Shoes/Sneakers,adidas Originals,Gazelle - Unisex,Invest in a streetwear classic with the Gazelle sneakers by adidas Originals. The branded heel and unmistakable 3-Stripe detail on the sides complete the look. - Suede upper- Black shade; contrasting white trims- Lace-up fastening- Branded tongue and heel- 3-Stripe design on the sides- Black and white laces included,"Inner: Textile
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/gazelle-unisex-411484.html,Gazelle - Unisex by adidas Originals Online | THE ICONIC | Australia,Buy Gazelle - Unisex by adidas Originals online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Gazelle - Unisex, adidas Originals, Shoes, Sneakers, Low-Tops"
Men/Shoes/Loafers,Staple Superior,Molina Woven Leather Loafers,"Based in Sydney, menswear label Staple Superior offers accessories in look enhancing styles and shapes that every man needs. From clean and casual to sharp and sophisticated, Staple Superior will help achieve effortless style through whatever life throws at you. - Genuine woven leather upper and lining - Tan shade - Huarache braiding throughout - Round toe - Fringed strap across the tongue - Slip-on design","Inner: Leather
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/molina-woven-leather-loafers-705034.html,Molina Woven Leather Loafers by Staple Superior Online | THE ICONIC | Australia,Buy Molina Woven Leather Loafers by Staple Superior online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Molina Woven Leather Loafers, Staple Superior, Shoes, Loafers, Casual Shoes"
Men/Shoes/Sneakers,Nike,Air VaporMax 2019 - Men's,"American sportswear giant Nike has established an inimitable reputation for performance and innovation. Combining a technical understanding of an athleteвЂ™s needs with a strong eye for style, Nike has become the go-to for professional and amateur athletes alike. Featuring a supportive sock-like design, the Air VaporMax 2019 shoes provide ultimate comfort blended with unrivaled contemporary style. The shoes are finished with matte black, silver and neon green-toned details and the brand's signature Air Max cushioning for a lightweight fit with super bounce. - Woven stretch upper Matte grey, black and neon-green colourway Round toe  Sock-like fit  Lace-up front Iconic Swoosh detail to sides Branded tab to tongue Padded ankle cushioning  VaporMax Air technology provides lightweight comfort and responsiveness  Mid-foot cage for extra support  Flexible Air Max sole","Inner: Non-Leather
Sole: Non-Leather
Upper: Non-Leather",,https://www.theiconic.com.au/air-vapormax-2019-men-s-780751.html,Air VaporMax 2019 - Men's by Nike Online | THE ICONIC | Australia,Buy Air VaporMax 2019 - Men's by Nike online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Air VaporMax 2019 - Men's, Nike, Shoes, Sneakers, Running"
unisex/Shoes/Sneakers,Veja,V-10 Unisex,"Crafted from genuine leather and made with innovative technologies, the V-10 sneakers are the exquisite result of Veja's 10th anniversary, one decade of more sustainable designs. - Genuine leather upper - White shade- Round toe; micro-perforations- Lace-up fastening - Navy logo V on the sides - Brand's name detail on the heel encounter - Organic cotton inner- Wild rubber outsole - Made in Brazil","Inner: Textile
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/v-10-unisex-465872.html,V-10 Unisex by Veja Online | THE ICONIC | Australia,Buy V-10 Unisex by Veja online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"V-10 Unisex, Veja, Shoes, Sneakers, Low-Tops"
unisex/Shoes/Sneakers,adidas Originals,Continental 80 - Unisex,"With an unwavering mission to celebrate originality, sports lifestyle giant adidas Originals recognises its rich sporting heritage and combines it with contemporary style codes to inspire all in their everyday lives.
вЂ‹Coming in a sleek white design with sporty red accents, the Continental 80 sneakers are a street-savvy choice ideal for everyday wear. - Genuine smooth leather upper - Pure white with red and navy accents - Round toe with perforations - Seven-eye lace-up front - Branding to tongue, side and heel - Padded sole and heel - Durable rubber sole","Inner: Textile
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/continental-80-unisex-745655.html,Continental 80 - Unisex by adidas Originals Online | THE ICONIC | Australia,Buy Continental 80 - Unisex by adidas Originals online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Continental 80 - Unisex, adidas Originals, Shoes, Sneakers, Low-Tops"
Men/Shoes/Sneakers,Lacoste,Carnaby Evo BL 1 - Men's,"Nobody does sporty style better than Lacoste. The Carnaby Evo BL 1 sneakers are crafted from smooth leather with perforated sides and feature the brand's famous crocodile applique. - Leather upper White shade Perforated sides Lace-up front fastening Rounded toe Shiny, smooth heel tab with croc logo Ortholite performance insole for comfort Rubber outsole Crocodile applique at sides","Inner: Textile
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/carnaby-evo-bl-1-men-s-552827.html,Carnaby Evo BL 1 - Men's by Lacoste Online | THE ICONIC | Australia,Buy Carnaby Evo BL 1 - Men's by Lacoste online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Carnaby Evo BL 1 - Men's, Lacoste, Shoes, Sneakers, Low-Tops"
unisex/Shoes/Sneakers,Veja,Esplar Velcro - Unisex,"For shoes developed sustainably without compromising on style, we love Veja. The brand produces a wide range of sneakers through their supply chain that respects both humans and the environment, with organic cotton and wild rubber sourced from the Amazon. For footwear that makes a difference, look no further than Veja. - Smooth leather upper- White with taupe accents - Round toe- Three Velcro strap fastenings- Top-stitched V logo to sides- Logo to heel encounter- Organic cotton inner- Wild rubber outsole- Made in Brazil","Inner: Textile
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/esplar-velcro-unisex-465883.html,Esplar Velcro - Unisex by Veja Online | THE ICONIC | Australia,Buy Esplar Velcro - Unisex by Veja online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Esplar Velcro - Unisex, Veja, Shoes, Sneakers, Low-Tops"
